"","X","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng"
"1048",361,1446262682,1355343128581058560,1611973957,"xavier_heavy","Ten.

It's not just a number. It's the responsibility of making the magic happen.

The stage is set for Yeferson Soteldo. 

#NBFootball #WeGotNow @newbalance https://t.co/XL78CKIRaG","Twitter for iPhone",138,NA,NA,NA,FALSE,TRUE,0,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2785934683","NBFootball","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355181302773854208,"Ten.

It's not just a number. It's the responsibility of making the magic happen.

The stage is set for Yeferson Soteldo. 

#NBFootball #WeGotNow @newbalance https://t.co/XL78CKIRaG",1611935375,"Twitter Media Studio",716,205,2785934683,"NBFootball","New Balance Football",310907,521,6442,"","Beware The Lion.
#NBFootball",TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/xavier_heavy/status/1355343128581058565","Xavier Peña 🇻🇪","Maracay, Aragua","",NA,FALSE,147,162,2,19167,5790,1369140616,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/1446262682/1389832451","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/642152731692564480/CrI7KWrF_normal.jpg",NA,NA
"1049",362,732455084651479040,1355341892204937216,1611973662,"nott_ccb","The 550.

From ’89 with love. Available in select markets globally on February 1. @newbalance #WeGotNow https://t.co/De2P0TP93Y","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,593,NA,NA,"WeGotNow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""1042043028922425344"", ""5838072"")","c(""newbalancehoops"", ""newbalance"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354081384663572480,"The 550.

From ’89 with love. Available in select markets globally on February 1. @newbalance #WeGotNow https://t.co/De2P0TP93Y",1611673134,"Twitter Web App",2110,593,1042043028922425344,"newbalancehoops","New Balance Basketball",12551,15,594,"Boston, MA","WE GOT NOW.",TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/nott_ccb/status/1355341892204937217","รักหมามาก","จ.ภูเก็ต, ประเทศไทย","GRADUATED BUU / CHERPRANG BNK48 / APINK / DOGS LOVER / OWNER : @PETALSROOMS",NA,FALSE,114,445,0,48457,41232,1463465875,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/732455084651479041/1564399556","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1342040054227554304/kFMV3HYF_normal.jpg",NA,NA
"1050",363,228049372,1355341847703547904,1611973652,"MDicnAlvaroLuis","Ten.

It's not just a number. It's the responsibility of making the magic happen.

The stage is set for Yeferson Soteldo. 

#NBFootball #WeGotNow @newbalance https://t.co/XL78CKIRaG","Twitter for Android",138,NA,NA,NA,FALSE,TRUE,0,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2785934683","NBFootball","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355181302773854208,"Ten.

It's not just a number. It's the responsibility of making the magic happen.

The stage is set for Yeferson Soteldo. 

#NBFootball #WeGotNow @newbalance https://t.co/XL78CKIRaG",1611935375,"Twitter Media Studio",716,205,2785934683,"NBFootball","New Balance Football",310907,521,6442,"","Beware The Lion.
#NBFootball",TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/MDicnAlvaroLuis/status/1355341847703547906","Alvaro Paradas","","Lic. en Comunicación Social. 
Fotógrafo. 
Apasionado por el fútbol y la Vinotinto.",NA,FALSE,238,253,3,7412,59,1292686205,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/228049372/1367797661","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/562263008584282113/XOKIfSNl_normal.jpeg",NA,NA
"1051",364,871337043376226304,1355341814077607936,1611973644,"wjss13","OKC’s @BazleyDarius arrives in the @NBClassics Jaden Vision Racer! #WeGotNow #NBAKicks

👟: https://t.co/YL2uM3aSBj https://t.co/2sYS3CCCA6","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,49,NA,NA,"c(""WeGotNow"", ""NBAKicks"")",NA,"bit.ly/2NFUbub","https://t.co/YL2uM3aSBj","https://bit.ly/2NFUbub",NA,NA,NA,NA,NA,NA,NA,NA,"c(""19923144"", ""3011471122"", ""385556623"")","c(""NBA"", ""BazleyDarius"", ""NBClassics"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355311746425098240,"OKC’s @BazleyDarius arrives in the @NBClassics Jaden Vision Racer! #WeGotNow #NBAKicks

👟: https://t.co/YL2uM3aSBj https://t.co/2sYS3CCCA6",1611966475,"Twitter for iPhone",482,49,19923144,"NBA","NBA",32219046,1827,268920,"","Monday on NBA TV - Final: PHX 109, DAL 108",TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/wjss13/status/1355341814077607936","wjss13➰","Phoenix, AZ","My IG is : @wjss13. ✨be mindful to be a ble$$ing! 🌗🌘🌑🌒🌓🌔Only a fool believes themselves to be wise. A wise knows they are a fool.",NA,FALSE,170,294,0,19120,10098,1496577914,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/871337043376226304/1580181088","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1255549909974962177/BBx6EHaQ_normal.jpg",NA,NA
"1052",365,490832134,1355340868266422272,1611973418,"WJMangones","Ten.

It's not just a number. It's the responsibility of making the magic happen.

The stage is set for Yeferson Soteldo. 

#NBFootball #WeGotNow @newbalance https://t.co/XL78CKIRaG","Twitter for Android",138,NA,NA,NA,FALSE,TRUE,0,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2785934683","NBFootball","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355181302773854208,"Ten.

It's not just a number. It's the responsibility of making the magic happen.

The stage is set for Yeferson Soteldo. 

#NBFootball #WeGotNow @newbalance https://t.co/XL78CKIRaG",1611935375,"Twitter Media Studio",716,205,2785934683,"NBFootball","New Balance Football",310907,521,6442,"","Beware The Lion.
#NBFootball",TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/WJMangones/status/1355340868266422274","Walter Mangones Brackman","Colombia","Como dijo Diego, la pelota no se mancha.
El Futbol es mas que goles.",NA,FALSE,546,652,1,28754,35368,1329089552,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/490832134/1600469161","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1331679940287336448/y_FWLgQX_normal.jpg",NA,NA
"1053",366,104268262,1355340825442529280,1611973408,"Maufunk","Ten.

It's not just a number. It's the responsibility of making the magic happen.

The stage is set for Yeferson Soteldo. 

#NBFootball #WeGotNow @newbalance https://t.co/XL78CKIRaG","Twitter for Android",138,NA,NA,NA,FALSE,TRUE,0,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2785934683","NBFootball","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355181302773854208,"Ten.

It's not just a number. It's the responsibility of making the magic happen.

The stage is set for Yeferson Soteldo. 

#NBFootball #WeGotNow @newbalance https://t.co/XL78CKIRaG",1611935375,"Twitter Media Studio",716,205,2785934683,"NBFootball","New Balance Football",310907,521,6442,"","Beware The Lion.
#NBFootball",TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/Maufunk/status/1355340825442529283","Mauricio Tami","Maturín-Venezuela","Músico, aventurero y loco por el fútbol. @ChamoCandela00",NA,FALSE,473,2578,0,2035,1193,1263329207,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/104268262/1474835070","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/815470103550709760/aZTiTzdh_normal.jpg",NA,NA
"1054",367,1131697867,1354534161885917184,1611781084,"rmoen24","Several @MLB veterans in attendance today. Going to be some opportunities created and doors opened. @NB_Baseball @Program15BB @ftrstarsseries Rolls on. #WhatWeDo #WeGotNow https://t.co/ir9d7wCshP","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""140488570"", ""18479513"", ""365013915"")","c(""_JeremyBooth"", ""MLB"", ""NB_Baseball"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354485406239252480,"Several @MLB veterans in attendance today. Going to be some opportunities created and doors opened. @NB_Baseball @Program15BB @ftrstarsseries Rolls on. #WhatWeDo #WeGotNow https://t.co/ir9d7wCshP",1611769460,"Twitter for iPhone",39,7,140488570,"_JeremyBooth","Jeremy Booth",16226,1679,48772,"Earth ","Husband to @_reneebooth. President and CEO @ftrstarsseries @program15bb. Baseball Analyst @khou. @nb_baseball #WeGotNow J29:11",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/rmoen24/status/1354534161885917192","Robbie Moen","","",NA,FALSE,148,360,0,2002,4076,1359481509,FALSE,NA,NA,NA,NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,NA
"1055",368,1131697867,1354533884478824448,1611781018,"rmoen24","Solid turnout for our first ever @NB_Baseball @Program15BB @ftrstarsseries Pro Player ID Combine at Daytona Beach! #MakeYourName #WeGotNow https://t.co/Z4ccf6IxOE","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""768995960643084292"", ""365013915"", ""3873202333"", ""768995960643084292"")","c(""ftrstarsseries"", ""NB_Baseball"", ""Program15BB"", ""ftrstarsseries"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354446909721759744,"Solid turnout for our first ever @NB_Baseball @Program15BB @ftrstarsseries Pro Player ID Combine at Daytona Beach! #MakeYourName #WeGotNow https://t.co/Z4ccf6IxOE",1611760282,"Twitter for iPhone",61,7,768995960643084288,"ftrstarsseries","New Balance 𝗙𝘂𝘁𝘂𝗿𝗲 𝗦𝘁𝗮𝗿𝘀 𝗦𝗲𝗿𝗶𝗲𝘀",22988,7747,20041,"","The global player identification and development series for @NB_Baseball executed by @Program15BB to #MakeYourName Email Us: info@program15.com",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/rmoen24/status/1354533884478824449","Robbie Moen","","",NA,FALSE,148,360,0,2002,4076,1359481509,FALSE,NA,NA,NA,NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,NA
"1056",369,1131697867,1355340038717009920,1611973220,"rmoen24","I don’t get excited much, but....I really can’t wait to deliver this one. #WeGotNow https://t.co/m7taYhJDXG","Twitter for iPhone",125,NA,NA,NA,FALSE,TRUE,0,7,NA,NA,"WeGotNow",NA,NA,NA,NA,"http://pbs.twimg.com/media/Es8IQKIWMAEPk4V.jpg","https://t.co/m7taYhJDXG","https://twitter.com/_JeremyBooth/status/1355311092143165460/photo/1","photo","c(""http://pbs.twimg.com/media/Es8IQKIWMAEPk4V.jpg"", ""http://pbs.twimg.com/media/Es8IQKJXEAEEQWH.jpg"", ""http://pbs.twimg.com/media/Es8IQLyXAAIYhLm.jpg"", ""http://pbs.twimg.com/media/Es8IQL_XUAQUzG0.jpg"")","c(""https://t.co/m7taYhJDXG"", ""https://t.co/m7taYhJDXG"", ""https://t.co/m7taYhJDXG"", ""https://t.co/m7taYhJDXG"")","c(""https://twitter.com/_JeremyBooth/status/1355311092143165460/photo/1"", ""https://twitter.com/_JeremyBooth/status/1355311092143165460/photo/1"", ""https://twitter.com/_JeremyBooth/status/1355311092143165460/photo/1"", ""https://twitter.com/_JeremyBooth/status/1355311092143165460/photo/1"")",NA,"140488570","_JeremyBooth","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355311092143165440,"I don’t get excited much, but....I really can’t wait to deliver this one. #WeGotNow https://t.co/m7taYhJDXG",1611966319,"Twitter for iPhone",43,7,140488570,"_JeremyBooth","Jeremy Booth",16226,1679,48772,"Earth ","Husband to @_reneebooth. President and CEO @ftrstarsseries @program15bb. Baseball Analyst @khou. @nb_baseball #WeGotNow J29:11",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/rmoen24/status/1355340038717009922","Robbie Moen","","",NA,FALSE,148,360,0,2002,4076,1359481509,FALSE,NA,NA,NA,NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,NA
"1057",370,1131697867,1353894733433724928,1611628633,"rmoen24","All players should know that our coverage of them doesn’t end at combines, scout days or tourneys. Tag @ftrstarsscout with training videos for a retweet! #WeGotNow","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""768995960643084292"", ""632540588"")","c(""ftrstarsseries"", ""ftrstarsscout"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1353734849245319168,"All players should know that our coverage of them doesn’t end at combines, scout days or tourneys. Tag @ftrstarsscout with training videos for a retweet! #WeGotNow",1611590513,"Twitter for iPhone",41,7,768995960643084288,"ftrstarsseries","New Balance 𝗙𝘂𝘁𝘂𝗿𝗲 𝗦𝘁𝗮𝗿𝘀 𝗦𝗲𝗿𝗶𝗲𝘀",22988,7747,20041,"","The global player identification and development series for @NB_Baseball executed by @Program15BB to #MakeYourName Email Us: info@program15.com",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/rmoen24/status/1353894733433724933","Robbie Moen","","",NA,FALSE,148,360,0,2002,4076,1359481509,FALSE,NA,NA,NA,NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,NA
"1058",371,1131697867,1353894623048036352,1611628606,"rmoen24","This one’s gonna be good. Looking forward to the @Grt8Classic as it joins the family as a @NB_Baseball @Program15BB @ftrstarsseries Partner event #WeGotNow https://t.co/VftsynZp3B","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""140488570"", ""1322561437517099009"", ""365013915"", ""3873202333"")","c(""_JeremyBooth"", ""Grt8Classic"", ""NB_Baseball"", ""Program15BB"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1353753468314349568,"This one’s gonna be good. Looking forward to the @Grt8Classic as it joins the family as a @NB_Baseball @Program15BB @ftrstarsseries Partner event #WeGotNow https://t.co/VftsynZp3B",1611594953,"Twitter for iPhone",62,11,140488570,"_JeremyBooth","Jeremy Booth",16226,1679,48772,"Earth ","Husband to @_reneebooth. President and CEO @ftrstarsseries @program15bb. Baseball Analyst @khou. @nb_baseball #WeGotNow J29:11",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/rmoen24/status/1353894623048036353","Robbie Moen","","",NA,FALSE,148,360,0,2002,4076,1359481509,FALSE,NA,NA,NA,NA,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,NA
"1059",372,1139905233352441856,1355339987571539968,1611973208,"shk_apply","当たったああああ😭
もこもこ靴のおかげだ😭
いつかこれ来てLIVE行きたいなあ
#ニューバランス
#WEGOTNOW
#三浦大知 https://t.co/dbfq3p2VWf","Twitter for iPhone",64,NA,NA,NA,FALSE,FALSE,39,0,NA,NA,"c(""ニューバランス"", ""WEGOTNOW"", ""三浦大知"")",NA,NA,NA,NA,"http://pbs.twimg.com/media/Es8iiJcUUAE9R_Z.jpg","https://t.co/dbfq3p2VWf","https://twitter.com/shk_apply/status/1355339987571539968/photo/1","photo","http://pbs.twimg.com/media/Es8iiJcUUAE9R_Z.jpg","https://t.co/dbfq3p2VWf","https://twitter.com/shk_apply/status/1355339987571539968/photo/1",NA,NA,NA,"ja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/shk_apply/status/1355339987571539968","shk","","",NA,FALSE,11,19,0,39,371,1560609560,FALSE,NA,NA,NA,NA,NA,"http://pbs.twimg.com/profile_images/1139915393588289537/rvXrcIPL_normal.jpg",NA,NA
"1060",373,198354458,1355339864032604160,1611973179,"RafaAguirre88","Ten.

It's not just a number. It's the responsibility of making the magic happen.

The stage is set for Yeferson Soteldo. 

#NBFootball #WeGotNow @newbalance https://t.co/XL78CKIRaG","Twitter for Android",138,NA,NA,NA,FALSE,TRUE,0,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2785934683","NBFootball","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355181302773854208,"Ten.

It's not just a number. It's the responsibility of making the magic happen.

The stage is set for Yeferson Soteldo. 

#NBFootball #WeGotNow @newbalance https://t.co/XL78CKIRaG",1611935375,"Twitter Media Studio",716,205,2785934683,"NBFootball","New Balance Football",310907,521,6442,"","Beware The Lion.
#NBFootball",TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/RafaAguirre88/status/1355339864032604165","Rafaél Eduardo","Montevideo, Uruguay","Venezolano/Papá de Julieta/Ing. Mecánico/#Ajedez #Beisbol #Futbol #RedSox #Leonescbbc #Vinotinto #Llanero. La política está en todas partes, aquí y allá.",NA,FALSE,1115,786,1,3382,766,1286157995,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/198354458/1566654229","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1333612692150620161/-nhvB1r3_normal.jpg",NA,NA
"1061",374,2538624642,1355338423557451776,1611972835,"ambrosializzd","The 550.

From ’89 with love. Available in select markets globally on February 1. @newbalance #WeGotNow https://t.co/De2P0TP93Y","Twitter for iPhone",140,NA,NA,NA,FALSE,TRUE,0,593,NA,NA,"WeGotNow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""1042043028922425344"", ""5838072"")","c(""newbalancehoops"", ""newbalance"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354081384663572480,"The 550.

From ’89 with love. Available in select markets globally on February 1. @newbalance #WeGotNow https://t.co/De2P0TP93Y",1611673134,"Twitter Web App",2110,593,1042043028922425344,"newbalancehoops","New Balance Basketball",12551,15,594,"Boston, MA","WE GOT NOW.",TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/ambrosializzd/status/1355338423557451777","ambrose","Somewhere on earth","ยังไม่มีแมว จีบได้",NA,FALSE,93,114,0,28413,1330,1401595322,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/2538624642/1598862637","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/1264415694826770432/jIdqj2JZ_normal.jpg",NA,NA
"1062",375,63851319,1355338117151076352,1611972762,"Karlos_Rod","Ten.

It's not just a number. It's the responsibility of making the magic happen.

The stage is set for Yeferson Soteldo. 

#NBFootball #WeGotNow @newbalance https://t.co/XL78CKIRaG","Twitter for Android",138,NA,NA,NA,FALSE,TRUE,0,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2785934683","NBFootball","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355181302773854208,"Ten.

It's not just a number. It's the responsibility of making the magic happen.

The stage is set for Yeferson Soteldo. 

#NBFootball #WeGotNow @newbalance https://t.co/XL78CKIRaG",1611935375,"Twitter Media Studio",716,205,2785934683,"NBFootball","New Balance Football",310907,521,6442,"","Beware The Lion.
#NBFootball",TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/Karlos_Rod/status/1355338117151076354","Carlos Rodriguez","Venezuela","Ingeniero Civil UCLA, Gerente General - Sales Manager on https://t.co/Ml9WXg4cAo","https://t.co/67ZFfLOfVt",FALSE,189,1414,0,7605,1132,1249687097,FALSE,"https://t.co/67ZFfLOfVt","http://www.criptomonedaseico.com",NA,"https://pbs.twimg.com/profile_banners/63851319/1354758706","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/639130758444150788/JrEBoiuA_normal.jpg",NA,NA
"1063",376,318844496,1355337976386097152,1611972729,"lesme_30","Ten.

It's not just a number. It's the responsibility of making the magic happen.

The stage is set for Yeferson Soteldo. 

#NBFootball #WeGotNow @newbalance https://t.co/XL78CKIRaG","Twitter for Android",138,NA,NA,NA,FALSE,TRUE,0,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2785934683","NBFootball","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355181302773854208,"Ten.

It's not just a number. It's the responsibility of making the magic happen.

The stage is set for Yeferson Soteldo. 

#NBFootball #WeGotNow @newbalance https://t.co/XL78CKIRaG",1611935375,"Twitter Media Studio",716,205,2785934683,"NBFootball","New Balance Football",310907,521,6442,"","Beware The Lion.
#NBFootball",TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/lesme_30/status/1355337976386097157","Lesme Pérez Jordán","Pueblo Nuevo–Paraguaná","LIBERTAD PARA VENEZUELA.🇻🇪🙏",NA,FALSE,134,157,0,3037,2814,1308284119,FALSE,NA,NA,NA,"https://pbs.twimg.com/profile_banners/318844496/1393126336","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1304806588100874241/RXFwAheQ_normal.jpg",NA,NA
"1064",377,320253010,1355337363606667264,1611972583,"dejarias","Ten.

It's not just a number. It's the responsibility of making the magic happen.

The stage is set for Yeferson Soteldo. 

#NBFootball #WeGotNow @newbalance https://t.co/XL78CKIRaG","Twitter for Android",138,NA,NA,NA,FALSE,TRUE,0,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2785934683","NBFootball","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355181302773854208,"Ten.

It's not just a number. It's the responsibility of making the magic happen.

The stage is set for Yeferson Soteldo. 

#NBFootball #WeGotNow @newbalance https://t.co/XL78CKIRaG",1611935375,"Twitter Media Studio",716,205,2785934683,"NBFootball","New Balance Football",310907,521,6442,"","Beware The Lion.
#NBFootball",TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/dejarias/status/1355337363606667264","Denys","","",NA,FALSE,42,139,0,553,1599,1308498557,FALSE,NA,NA,NA,NA,"http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1011530700900782080/47wIE4w-_normal.jpg",NA,NA
"1065",378,2485483862,1355335313569140736,1611972094,"intalforthreee","The 550.

From ’89 with love. Available in select markets globally on February 1. @newbalance #WeGotNow https://t.co/De2P0TP93Y","Twitter for Android",140,NA,NA,NA,FALSE,TRUE,0,593,NA,NA,"WeGotNow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(""1042043028922425344"", ""5838072"")","c(""newbalancehoops"", ""newbalance"")","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354081384663572480,"The 550.

From ’89 with love. Available in select markets globally on February 1. @newbalance #WeGotNow https://t.co/De2P0TP93Y",1611673134,"Twitter Web App",2110,593,1042043028922425344,"newbalancehoops","New Balance Basketball",12551,15,594,"Boston, MA","WE GOT NOW.",TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)","https://twitter.com/intalforthreee/status/1355335313569140737","intal","","▪︎⛹️‍♀️▪︎🚴‍♀️▪︎🛵▪︎","https://t.co/HBCEwrGcjs",FALSE,539,418,0,12761,25838,1399646427,FALSE,"https://t.co/HBCEwrGcjs","http://Instagram.com/intalforthreee",NA,"https://pbs.twimg.com/profile_banners/2485483862/1611327017","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1353561789569482755/wM_TCfsr_normal.jpg",NA,NA
